"site","process","variable","variable_long","period","unit","observation_count","Municipio","Población","Estación.tráfico"
"es1697a",118938,"no2","Nitrogen dioxide (air)","hour","ug.m-3",42249,"San Sebastián",187417,"AVENIDA TOLOSA"
"es1697a",41275,"no","Nitrogen monoxide (air)","hour","ug.m-3",67521,"San Sebastián",187417,"AVENIDA TOLOSA"
"es1697a",118967,"pm2.5","Particulate matter < 2.5 µm (aerosol)","day","ug.m-3",261,"San Sebastián",187417,"AVENIDA TOLOSA"
"es1697a",118968,"pm2.5","Particulate matter < 2.5 µm (aerosol)","hour","ug.m-3",21546,"San Sebastián",187417,"AVENIDA TOLOSA"
"es1697a",41274,"no","Nitrogen monoxide (air)","day","ug.m-3",2842,"San Sebastián",187417,"AVENIDA TOLOSA"
"es1697a",41260,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",2230,"San Sebastián",187417,"AVENIDA TOLOSA"
"es1697a",41261,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",52123,"San Sebastián",187417,"AVENIDA TOLOSA"
"es1697a",41262,"o3","Ozone (air)","day","ug.m-3",3197,"San Sebastián",187417,"AVENIDA TOLOSA"
"es1697a",41263,"o3","Ozone (air)","dymax","ug.m-3",3198,"San Sebastián",187417,"AVENIDA TOLOSA"
"es1697a",41264,"o3","Ozone (air)","hour","ug.m-3",72930,"San Sebastián",187417,"AVENIDA TOLOSA"
"es1697a",41265,"o3","Ozone (air)","hour8","ug.m-3",76568,"San Sebastián",187417,"AVENIDA TOLOSA"
"es1697a",41266,"no2","Nitrogen dioxide (air)","day","ug.m-3",2842,"San Sebastián",187417,"AVENIDA TOLOSA"
"es1697a",41267,"no2","Nitrogen dioxide (air)","hour","ug.m-3",67521,"San Sebastián",187417,"AVENIDA TOLOSA"
"es1697a",41283,"pm2.5","Particulate matter < 2.5 µm (aerosol)","day","ug.m-3",481,"San Sebastián",187417,"AVENIDA TOLOSA"
"es1697a",41281,"pm2.5","Particulate matter < 2.5 µm (aerosol)","day","ug.m-3",275,"San Sebastián",187417,"AVENIDA TOLOSA"
"es1697a",41282,"pm2.5","Particulate matter < 2.5 µm (aerosol)","hour","ug.m-3",6438,"San Sebastián",187417,"AVENIDA TOLOSA"
"es1740a",119026,"o3","Ozone (air)","hour","ug.m-3",59764,"Pamplona",201653,"Plaza de la Cruz"
"es1740a",119025,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",42582,"Pamplona",201653,"Plaza de la Cruz"
"es1740a",41448,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",2784,"Pamplona",201653,"Plaza de la Cruz"
"es1740a",41449,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",64429,"Pamplona",201653,"Plaza de la Cruz"
"es1740a",41450,"o3","Ozone (air)","day","ug.m-3",2784,"Pamplona",201653,"Plaza de la Cruz"
"es1740a",41451,"o3","Ozone (air)","dymax","ug.m-3",2793,"Pamplona",201653,"Plaza de la Cruz"
"es1740a",41452,"o3","Ozone (air)","hour","ug.m-3",64796,"Pamplona",201653,"Plaza de la Cruz"
"es1740a",41453,"o3","Ozone (air)","hour8","ug.m-3",65960,"Pamplona",201653,"Plaza de la Cruz"
"es1740a",41454,"no2","Nitrogen dioxide (air)","day","ug.m-3",2420,"Pamplona",201653,"Plaza de la Cruz"
"es1740a",41455,"no2","Nitrogen dioxide (air)","hour","ug.m-3",55712,"Pamplona",201653,"Plaza de la Cruz"
"es1740a",41464,"no","Nitrogen monoxide (air)","day","ug.m-3",2471,"Pamplona",201653,"Plaza de la Cruz"
"es1740a",41465,"no","Nitrogen monoxide (air)","hour","ug.m-3",57429,"Pamplona",201653,"Plaza de la Cruz"
"es1740a",41466,"no","Nitrogen monoxide (air)","day","ug.m-3",308,"Pamplona",201653,"Plaza de la Cruz"
"es1740a",41467,"no","Nitrogen monoxide (air)","hour","ug.m-3",6712,"Pamplona",201653,"Plaza de la Cruz"
"es1740a",119031,"no","Nitrogen monoxide (air)","hour","ug.m-3",50940,"Pamplona",201653,"Plaza de la Cruz"
"es1740a",119027,"no2","Nitrogen dioxide (air)","hour","ug.m-3",50940,"Pamplona",201653,"Plaza de la Cruz"
"es1834a",43315,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",1775,"Castellón de la Plana",171728,"Patronat d'Esports"
"es1834a",43316,"o3","Ozone (air)","day","ug.m-3",2276,"Castellón de la Plana",171728,"Patronat d'Esports"
"es1834a",43317,"o3","Ozone (air)","dymax","ug.m-3",2277,"Castellón de la Plana",171728,"Patronat d'Esports"
"es1834a",43319,"o3","Ozone (air)","hour8","ug.m-3",53694,"Castellón de la Plana",171728,"Patronat d'Esports"
"es1834a",43320,"no2","Nitrogen dioxide (air)","day","ug.m-3",2218,"Castellón de la Plana",171728,"Patronat d'Esports"
"es1834a",43321,"no2","Nitrogen dioxide (air)","hour","ug.m-3",50588,"Castellón de la Plana",171728,"Patronat d'Esports"
"es1834a",43318,"o3","Ozone (air)","hour","ug.m-3",52745,"Castellón de la Plana",171728,"Patronat d'Esports"
"es1834a",43338,"no","Nitrogen monoxide (air)","hour","ug.m-3",50606,"Castellón de la Plana",171728,"Patronat d'Esports"
"es1834a",43344,"pm2.5","Particulate matter < 2.5 µm (aerosol)","day","ug.m-3",66,"Castellón de la Plana",171728,"Patronat d'Esports"
"es1834a",43345,"pm2.5","Particulate matter < 2.5 µm (aerosol)","day","ug.m-3",119,"Castellón de la Plana",171728,"Patronat d'Esports"
"es1834a",43337,"no","Nitrogen monoxide (air)","day","ug.m-3",2219,"Castellón de la Plana",171728,"Patronat d'Esports"
"es1834a",43314,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",202,"Castellón de la Plana",171728,"Patronat d'Esports"
"es1834a",119868,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",2145,"Castellón de la Plana",171728,"Patronat d'Esports"
"es1834a",119869,"o3","Ozone (air)","hour","ug.m-3",32591,"Castellón de la Plana",171728,"Patronat d'Esports"
"es1834a",119871,"no2","Nitrogen dioxide (air)","hour","ug.m-3",46232,"Castellón de la Plana",171728,"Patronat d'Esports"
"es1834a",119878,"no","Nitrogen monoxide (air)","hour","ug.m-3",23343,"Castellón de la Plana",171728,"Patronat d'Esports"
"es1834a",43346,"pm2.5","Particulate matter < 2.5 µm (aerosol)","day","ug.m-3",127,"Castellón de la Plana",171728,"Patronat d'Esports"
"es1836a",43363,"o3","Ozone (air)","day","ug.m-3",1603,"Zaragoza",674999,"LAS FUENTES"
"es1836a",43364,"o3","Ozone (air)","dymax","ug.m-3",1597,"Zaragoza",674999,"LAS FUENTES"
"es1836a",43365,"o3","Ozone (air)","hour","ug.m-3",37685,"Zaragoza",674999,"LAS FUENTES"
"es1836a",43368,"no2","Nitrogen dioxide (air)","hour","ug.m-3",8487,"Zaragoza",674999,"LAS FUENTES"
"es1836a",43367,"no2","Nitrogen dioxide (air)","day","ug.m-3",358,"Zaragoza",674999,"LAS FUENTES"
"es1836a",43366,"o3","Ozone (air)","hour8","ug.m-3",38015,"Zaragoza",674999,"LAS FUENTES"
"es1837a",43370,"o3","Ozone (air)","dymax","ug.m-3",1531,"Zaragoza",674997,"Centro"
"es1837a",43371,"o3","Ozone (air)","hour","ug.m-3",36450,"Zaragoza",674997,"Centro"
"es1837a",43369,"o3","Ozone (air)","day","ug.m-3",1532,"Zaragoza",674997,"Centro"
"es1837a",43374,"no2","Nitrogen dioxide (air)","hour","ug.m-3",7682,"Zaragoza",674997,"Centro"
"es1837a",43372,"o3","Ozone (air)","hour8","ug.m-3",36641,"Zaragoza",674997,"Centro"
"es1837a",43373,"no2","Nitrogen dioxide (air)","day","ug.m-3",326,"Zaragoza",674997,"Centro"
"es1849a",43521,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",1591,"Elche",232517,"ELX-PARC DE BOMBERS"
"es1849a",43538,"no","Nitrogen monoxide (air)","day","ug.m-3",1661,"Elche",232517,"ELX-PARC DE BOMBERS"
"es1849a",43539,"no","Nitrogen monoxide (air)","hour","ug.m-3",38504,"Elche",232517,"ELX-PARC DE BOMBERS"
"es1849a",43545,"pm2.5","Particulate matter < 2.5 µm (aerosol)","day","ug.m-3",435,"Elche",232517,"ELX-PARC DE BOMBERS"
"es1849a",43546,"pm2.5","Particulate matter < 2.5 µm (aerosol)","hour","ug.m-3",7793,"Elche",232517,"ELX-PARC DE BOMBERS"
"es1849a",120009,"pm2.5","Particulate matter < 2.5 µm (aerosol)","day","ug.m-3",376,"Elche",232517,"ELX-PARC DE BOMBERS"
"es1849a",43524,"o3","Ozone (air)","hour","ug.m-3",44285,"Elche",232517,"ELX-PARC DE BOMBERS"
"es1849a",43525,"o3","Ozone (air)","hour8","ug.m-3",44672,"Elche",232517,"ELX-PARC DE BOMBERS"
"es1849a",43522,"o3","Ozone (air)","day","ug.m-3",1873,"Elche",232517,"ELX-PARC DE BOMBERS"
"es1849a",43523,"o3","Ozone (air)","dymax","ug.m-3",1875,"Elche",232517,"ELX-PARC DE BOMBERS"
"es1849a",119987,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",1773,"Elche",232517,"ELX-PARC DE BOMBERS"
"es1849a",119988,"o3","Ozone (air)","hour","ug.m-3",59377,"Elche",232517,"ELX-PARC DE BOMBERS"
"es1849a",43526,"no2","Nitrogen dioxide (air)","day","ug.m-3",1661,"Elche",232517,"ELX-PARC DE BOMBERS"
"es1849a",43527,"no2","Nitrogen dioxide (air)","hour","ug.m-3",38504,"Elche",232517,"ELX-PARC DE BOMBERS"
"es1849a",119989,"no2","Nitrogen dioxide (air)","hour","ug.m-3",22533,"Elche",232517,"ELX-PARC DE BOMBERS"
"es1849a",119994,"no","Nitrogen monoxide (air)","hour","ug.m-3",22533,"Elche",232517,"ELX-PARC DE BOMBERS"
"es1912a",44384,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",1189,"Valencia",794289,"VALÈNCIA - AVD. FRANCIA"
"es1912a",44385,"o3","Ozone (air)","day","ug.m-3",1444,"Valencia",794289,"VALÈNCIA - AVD. FRANCIA"
"es1912a",44383,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",50,"Valencia",794289,"VALÈNCIA - AVD. FRANCIA"
"es1912a",120470,"o3","Ozone (air)","hour","ug.m-3",58637,"Valencia",794289,"VALÈNCIA - AVD. FRANCIA"
"es1912a",120471,"no2","Nitrogen dioxide (air)","hour","ug.m-3",46185,"Valencia",794289,"VALÈNCIA - AVD. FRANCIA"
"es1912a",44386,"o3","Ozone (air)","dymax","ug.m-3",1445,"Valencia",794289,"VALÈNCIA - AVD. FRANCIA"
"es1912a",44387,"o3","Ozone (air)","hour","ug.m-3",34409,"Valencia",794289,"VALÈNCIA - AVD. FRANCIA"
"es1912a",44388,"o3","Ozone (air)","hour8","ug.m-3",34559,"Valencia",794289,"VALÈNCIA - AVD. FRANCIA"
"es1912a",44389,"no2","Nitrogen dioxide (air)","day","ug.m-3",1319,"Valencia",794289,"VALÈNCIA - AVD. FRANCIA"
"es1912a",44390,"no2","Nitrogen dioxide (air)","hour","ug.m-3",29687,"Valencia",794289,"VALÈNCIA - AVD. FRANCIA"
"es1912a",44397,"no","Nitrogen monoxide (air)","day","ug.m-3",1319,"Valencia",794289,"VALÈNCIA - AVD. FRANCIA"
"es1912a",44398,"no","Nitrogen monoxide (air)","hour","ug.m-3",29688,"Valencia",794289,"VALÈNCIA - AVD. FRANCIA"
"es1912a",44399,"pm2.5","Particulate matter < 2.5 µm (aerosol)","day","ug.m-3",50,"Valencia",794289,"VALÈNCIA - AVD. FRANCIA"
"es1912a",44400,"pm2.5","Particulate matter < 2.5 µm (aerosol)","hour","ug.m-3",1189,"Valencia",794289,"VALÈNCIA - AVD. FRANCIA"
"es1912a",120475,"no","Nitrogen monoxide (air)","hour","ug.m-3",46185,"Valencia",794289,"VALÈNCIA - AVD. FRANCIA"
"es1938a",44773,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",21676,"Madrid",3266133,"CASTELLANA"
"es1938a",44774,"no2","Nitrogen dioxide (air)","day","ug.m-3",943,"Madrid",3266133,"CASTELLANA"
"es1938a",44775,"no2","Nitrogen dioxide (air)","hour","ug.m-3",22531,"Madrid",3266133,"CASTELLANA"
"es1938a",44772,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",913,"Madrid",3266133,"CASTELLANA"
"es1938a",120720,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",34790,"Madrid",3266133,"CASTELLANA"
"es1938a",120723,"no2","Nitrogen dioxide (air)","hour","ug.m-3",52342,"Madrid",3266133,"CASTELLANA"
"es1938a",120727,"no","Nitrogen monoxide (air)","hour","ug.m-3",52342,"Madrid",3266133,"CASTELLANA"
"es1938a",120729,"pm2.5","Particulate matter < 2.5 µm (aerosol)","hour","ug.m-3",51632,"Madrid",3266133,"CASTELLANA"
"es1938a",44781,"pm2.5","Particulate matter < 2.5 µm (aerosol)","hour","ug.m-3",21714,"Madrid",3266133,"CASTELLANA"
"es1938a",44778,"no","Nitrogen monoxide (air)","day","ug.m-3",943,"Madrid",3266133,"CASTELLANA"
"es1938a",44779,"no","Nitrogen monoxide (air)","hour","ug.m-3",22531,"Madrid",3266133,"CASTELLANA"
"es1938a",44780,"pm2.5","Particulate matter < 2.5 µm (aerosol)","day","ug.m-3",913,"Madrid",3266133,"CASTELLANA"
"es1940a",120739,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",33625,"Madrid",3266134,"PLAZA CASTILLA-CANAL"
"es1940a",120741,"no2","Nitrogen dioxide (air)","hour","ug.m-3",52187,"Madrid",3266134,"PLAZA CASTILLA-CANAL"
"es1940a",120745,"no","Nitrogen monoxide (air)","hour","ug.m-3",52187,"Madrid",3266134,"PLAZA CASTILLA-CANAL"
"es1940a",120747,"pm2.5","Particulate matter < 2.5 µm (aerosol)","hour","ug.m-3",50510,"Madrid",3266134,"PLAZA CASTILLA-CANAL"
"es1940a",44798,"no","Nitrogen monoxide (air)","day","ug.m-3",1026,"Madrid",3266134,"PLAZA CASTILLA-CANAL"
"es1940a",44799,"no","Nitrogen monoxide (air)","hour","ug.m-3",24401,"Madrid",3266134,"PLAZA CASTILLA-CANAL"
"es1940a",44800,"pm2.5","Particulate matter < 2.5 µm (aerosol)","day","ug.m-3",1024,"Madrid",3266134,"PLAZA CASTILLA-CANAL"
"es1940a",44801,"pm2.5","Particulate matter < 2.5 µm (aerosol)","hour","ug.m-3",24406,"Madrid",3266134,"PLAZA CASTILLA-CANAL"
"es1940a",44795,"no2","Nitrogen dioxide (air)","hour","ug.m-3",24405,"Madrid",3266134,"PLAZA CASTILLA-CANAL"
"es1940a",44792,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",1026,"Madrid",3266134,"PLAZA CASTILLA-CANAL"
"es1940a",44793,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",24461,"Madrid",3266134,"PLAZA CASTILLA-CANAL"
"es1940a",44794,"no2","Nitrogen dioxide (air)","day","ug.m-3",1026,"Madrid",3266134,"PLAZA CASTILLA-CANAL"
"es1943a",44832,"o3","Ozone (air)","day","ug.m-3",1072,"Madrid",3266135,"PLAZA ELÍPTICA"
"es1943a",120770,"o3","Ozone (air)","hour","ug.m-3",52085,"Madrid",3266135,"PLAZA ELÍPTICA"
"es1943a",120771,"no2","Nitrogen dioxide (air)","hour","ug.m-3",52103,"Madrid",3266135,"PLAZA ELÍPTICA"
"es1943a",120776,"no","Nitrogen monoxide (air)","hour","ug.m-3",52103,"Madrid",3266135,"PLAZA ELÍPTICA"
"es1943a",44835,"o3","Ozone (air)","hour8","ug.m-3",25653,"Madrid",3266135,"PLAZA ELÍPTICA"
"es1943a",44836,"no2","Nitrogen dioxide (air)","day","ug.m-3",1071,"Madrid",3266135,"PLAZA ELÍPTICA"
"es1943a",44833,"o3","Ozone (air)","dymax","ug.m-3",1072,"Madrid",3266135,"PLAZA ELÍPTICA"
"es1943a",44834,"o3","Ozone (air)","hour","ug.m-3",25538,"Madrid",3266135,"PLAZA ELÍPTICA"
"es1943a",44845,"no","Nitrogen monoxide (air)","hour","ug.m-3",25497,"Madrid",3266135,"PLAZA ELÍPTICA"
"es1943a",44837,"no2","Nitrogen dioxide (air)","hour","ug.m-3",25497,"Madrid",3266135,"PLAZA ELÍPTICA"
"es1943a",44844,"no","Nitrogen monoxide (air)","day","ug.m-3",1071,"Madrid",3266135,"PLAZA ELÍPTICA"
"es1970a",45186,"no","Nitrogen monoxide (air)","day","ug.m-3",788,"Valencia",794290,"VALÈNCIA - BULEVARD SUD"
"es1970a",45175,"no2","Nitrogen dioxide (air)","hour","ug.m-3",18250,"Valencia",794290,"VALÈNCIA - BULEVARD SUD"
"es1970a",45169,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",484,"Valencia",794290,"VALÈNCIA - BULEVARD SUD"
"es1970a",45170,"o3","Ozone (air)","day","ug.m-3",712,"Valencia",794290,"VALÈNCIA - BULEVARD SUD"
"es1970a",45171,"o3","Ozone (air)","dymax","ug.m-3",714,"Valencia",794290,"VALÈNCIA - BULEVARD SUD"
"es1970a",45172,"o3","Ozone (air)","hour","ug.m-3",16628,"Valencia",794290,"VALÈNCIA - BULEVARD SUD"
"es1970a",45173,"o3","Ozone (air)","hour8","ug.m-3",16855,"Valencia",794290,"VALÈNCIA - BULEVARD SUD"
"es1970a",45174,"no2","Nitrogen dioxide (air)","day","ug.m-3",788,"Valencia",794290,"VALÈNCIA - BULEVARD SUD"
"es1970a",45187,"no","Nitrogen monoxide (air)","hour","ug.m-3",18249,"Valencia",794290,"VALÈNCIA - BULEVARD SUD"
"es1970a",120964,"no","Nitrogen monoxide (air)","hour","ug.m-3",47289,"Valencia",794290,"VALÈNCIA - BULEVARD SUD"
"es1970a",120961,"no2","Nitrogen dioxide (air)","hour","ug.m-3",47288,"Valencia",794290,"VALÈNCIA - BULEVARD SUD"
"es1970a",120958,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",1766,"Valencia",794290,"VALÈNCIA - BULEVARD SUD"
"es1970a",120959,"o3","Ozone (air)","hour","ug.m-3",34923,"Valencia",794290,"VALÈNCIA - BULEVARD SUD"
"es1999a",45616,"no","Nitrogen monoxide (air)","day","ug.m-3",364,"Girona",101852,"Girona (Escola de Música)"
"es1999a",45617,"no","Nitrogen monoxide (air)","hour","ug.m-3",8639,"Girona",101852,"Girona (Escola de Música)"
"es1999a",45608,"no2","Nitrogen dioxide (air)","hour","ug.m-3",8491,"Girona",101852,"Girona (Escola de Música)"
"es1999a",45607,"no2","Nitrogen dioxide (air)","day","ug.m-3",358,"Girona",101852,"Girona (Escola de Música)"
"es1999a",121247,"no","Nitrogen monoxide (air)","hour","ug.m-3",50911,"Girona",101852,"Girona (Escola de Música)"
"es1999a",121242,"no2","Nitrogen dioxide (air)","hour","ug.m-3",50878,"Girona",101852,"Girona (Escola de Música)"
"es1999a",121241,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",1149,"Girona",101852,"Girona (Escola de Música)"
"es2010a",45751,"no2","Nitrogen dioxide (air)","day","ug.m-3",630,"Valladolid",298415,"LA RUBIA II"
"es2010a",45752,"no2","Nitrogen dioxide (air)","hour","ug.m-3",14769,"Valladolid",298415,"LA RUBIA II"
"es2010a",45750,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",15154,"Valladolid",298415,"LA RUBIA II"
"es2010a",45761,"pm2.5","Particulate matter < 2.5 µm (aerosol)","day","ug.m-3",366,"Valladolid",298415,"LA RUBIA II"
"es2010a",45762,"pm2.5","Particulate matter < 2.5 µm (aerosol)","hour","ug.m-3",7659,"Valladolid",298415,"LA RUBIA II"
"es2010a",45759,"no","Nitrogen monoxide (air)","day","ug.m-3",630,"Valladolid",298415,"LA RUBIA II"
"es2010a",45760,"no","Nitrogen monoxide (air)","hour","ug.m-3",14769,"Valladolid",298415,"LA RUBIA II"
"es2010a",45749,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",634,"Valladolid",298415,"LA RUBIA II"
"es2010a",121326,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",51593,"Valladolid",298415,"LA RUBIA II"
"es2010a",121327,"no2","Nitrogen dioxide (air)","hour","ug.m-3",49178,"Valladolid",298415,"LA RUBIA II"
"es2010a",121330,"no","Nitrogen monoxide (air)","hour","ug.m-3",49179,"Valladolid",298415,"LA RUBIA II"
"es2010a",121331,"pm2.5","Particulate matter < 2.5 µm (aerosol)","hour","ug.m-3",44678,"Valladolid",298415,"LA RUBIA II"
"es2028a",121446,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",50824,"Getafe",183374,"Getafe"
"es2028a",121447,"o3","Ozone (air)","hour","ug.m-3",50808,"Getafe",183374,"Getafe"
"es2028a",121448,"no2","Nitrogen dioxide (air)","hour","ug.m-3",50755,"Getafe",183374,"Getafe"
"es2028a",121452,"no","Nitrogen monoxide (air)","hour","ug.m-3",50751,"Getafe",183374,"Getafe"
"es2030a",121465,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",287,"Marbella",143386,"MARBELLA ARCO"
"es2030a",121467,"o3","Ozone (air)","hour","ug.m-3",42934,"Marbella",143386,"MARBELLA ARCO"
"es2030a",121468,"no2","Nitrogen dioxide (air)","hour","ug.m-3",41302,"Marbella",143386,"MARBELLA ARCO"
"es2030a",121472,"no","Nitrogen monoxide (air)","hour","ug.m-3",41299,"Marbella",143386,"MARBELLA ARCO"
"es2030a",121477,"pm2.5","Particulate matter < 2.5 µm (aerosol)","day","ug.m-3",1035,"Marbella",143386,"MARBELLA ARCO"
"es2031a",121478,"no2","Nitrogen dioxide (air)","hour","ug.m-3",47216,"Málaga",574654,"Avenida Juan XXXIII"
"es2031a",121483,"no","Nitrogen monoxide (air)","hour","ug.m-3",47216,"Málaga",574654,"Avenida Juan XXXIII"
"es2042a",121541,"o3","Ozone (air)","hour","ug.m-3",48608,"Valladolid",298413,"VALLADOLID SUR"
"es2047a",121552,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",286,"Córdoba",325701,"Avenida Al Nasir"
"es2047a",121553,"no2","Nitrogen dioxide (air)","hour","ug.m-3",40903,"Córdoba",325701,"Avenida Al Nasir"
"es2047a",121559,"no","Nitrogen monoxide (air)","hour","ug.m-3",40903,"Córdoba",325701,"Avenida Al Nasir"
